      n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
   8367,         12166,            3800,              0,     55878,           0,          0
   8368,         12167,            3800,              0,     55874,           0,          0
   8369,         12168,            3800,              0,     55877,           0,          0
   8370,         12169,            3800,              0,     55868,           0,          0
   8371,         12170,            3800,              0,     55872,           0,          0
   8372,         12171,            3800,              0,     55897,           0,          0
   8373,         12174,            3802,              0,     55914,           0,          0
   8374,         12176,            3803,              0,     55910,           0,          0
   8375,         12177,            3803,              0,     55894,           0,          0
   8376,         12178,            3803,              0,     55904,           0,          0
   8377,         12179,            3803,              0,     55914,           0,          0
   8378,         12181,            3804,              0,     55954,           0,          0
   8379,         12182,            3804,              0,     55964,           0,          0
   8380,         12183,            3804,              0,     55945,           0,          0
   8381,         12185,            3805,              0,     55940,           0,          0
   8382,         12187,            3806,              0,     55964,           0,          0
   8383,         12188,            3806,              0,     55987,           0,          0
   8384,         12192,            3809,              0,     56006,           0,          0
   8385,         12193,            3809,              0,     56014,           0,          0
   8386,         12194,            3809,              0,     55981,           0,          0
   8387,         12196,            3810,              0,     56016,           0,          0
   8388,         12197,            3810,              0,     56021,           0,          0
   8389,         12198,            3810,              0,     56039,           0,          0
   8390,         12199,            3810,              0,     55986,           0,          0
   8391,         12200,            3810,              0,     56019,           0,          0
   8392,         12202,            3811,              0,     56046,           0,          0
   8393,         12204,            3812,              0,     56067,           0,          0
   8394,         12207,            3814,              0,     56037,           0,          0
   8395,         12209,            3815,              0,     56024,           0,          0
   8396,         12210,            3815,              0,     56046,           0,          0
   8397,         12211,            3815,              0,     56076,           0,          0
   8398,         12213,            3816,              0,     56043,           0,          0
   8399,         12216,            3818,              0,     56041,           0,          0
   8400,         12218,            3819,              0,     56088,           0,          0
   8401,         12220,            3820,              0,     56089,           0,          0
   8402,         12221,            3820,              0,     56107,           0,          0
   8403,         12222,            3820,              0,     56121,           0,          0
   8404,         12224,            3821,              0,     56100,           0,          0
   8405,         12225,            3821,              0,     56122,           0,          0
   8406,         12226,            3821,              0,     56142,           0,          0
   8407,         12227,            3821,              0,     56101,           0,          0
   8408,         12229,            3822,              0,     56093,           0,          0
   8409,         12230,            3822,              0,     56098,           0,          0
   8410,         12232,            3823,              0,     56168,           0,          0
   8411,         12234,            3824,              0,     56168,           0,          0
   8412,         12235,            3824,              0,     56180,           0,          0
   8413,         12236,            3824,              0,     56192,           0,          0
   8414,         12237,            3824,              0,     56166,           0,          0
   8415,         12238,            3824,              0,     56163,           0,          0
   8416,         12239,            3824,              0,     56183,           0,          0
   8417,         12240,            3824,              0,     56185,           0,          0
   8418,         12242,            3825,              0,     56222,           0,          0
   8419,         12243,            3825,              0,     56236,           0,          0
   8420,         12244,            3825,              0,     56225,           0,          0
   8421,         12245,            3825,              0,     56236,           0,          0
   8422,         12247,            3826,              0,     56242,           0,          0
   8423,         12248,            3826,              0,     56201,           0,          0
   8424,         12249,            3826,              0,     56228,           0,          0
   8425,         12251,            3827,              0,     56216,           0,          0
   8426,         12254,            3829,              0,     56221,           0,          0
   8427,         12255,            3829,              0,     56203,           0,          0
   8428,         12259,            3832,              0,     56272,           0,          0
   8429,         12260,            3832,              0,     56280,           0,          0
   8430,         12261,            3832,              0,     56273,           0,          0
   8431,         12262,            3832,              0,     56299,           0,          0
   8432,         12263,            3832,              0,     56254,           0,          0
   8433,         12264,            3832,              0,     56251,           0,          0
   8434,         12266,            3833,              0,     56273,           0,          0
   8435,         12268,            3834,              0,     56281,           0,          0
   8436,         12269,            3834,              0,     56290,           0,          0
   8437,         12270,            3834,              0,     56287,           0,          0
   8438,         12271,            3834,              0,     56314,           0,          0
   8439,         12272,            3834,              0,     56297,           0,          0
   8440,         12273,            3834,              0,     56346,           0,          0
   8441,         12276,            3836,              0,     56363,           0,          0
   8442,         12280,            3839,              0,     56333,           0,          0
   8443,         12281,            3839,              0,     56338,           0,          0
   8444,         12282,            3839,              0,     56387,           0,          0
   8445,         12283,            3839,              0,     56391,           0,          0
   8446,         12284,            3839,              0,     56395,           0,          0
   8447,         12286,            3840,              0,     56377,           0,          0
   8448,         12287,            3840,              0,     56391,           0,          0
   8449,         12288,            3840,              0,     56392,           0,          0
   8450,         12289,            3840,              0,     56400,           0,          0
   8451,         12290,            3840,              0,     56417,           0,          0
   8452,         12291,            3840,              0,     56373,           0,          0
   8453,         12292,            3840,              0,     56393,           0,          0
   8454,         12293,            3840,              0,     56386,           0,          0
   8455,         12296,            3842,              0,     56397,           0,          0
   8456,         12297,            3842,              0,     56426,           0,          0
   8457,         12298,            3842,              0,     56415,           0,          0
   8458,         12300,            3843,              0,     56434,           0,          0
   8459,         12302,            3844,              0,     56412,           0,          0
   8460,         12303,            3844,              0,     56453,           0,          0
   8461,         12304,            3844,              0,     56435,           0,          0
   8462,         12306,            3845,              0,     56469,           0,          0
   8463,         12307,            3845,              0,     56452,           0,          0
   8464,         12310,            3847,              0,     56496,           0,          0
   8465,         12311,            3847,              0,     56489,           0,          0
   8466,         12312,            3847,              0,     56530,           0,          0
   8467,         12313,            3847,              0,     56563,           0,          0
   8468,         12314,            3847,              0,     56440,           0,          0
   8469,         12316,            3848,              0,     56441,           0,          0
   8470,         12319,            3850,              0,     56516,           0,          0
   8471,         12323,            3853,              0,     56521,           0,          0
   8472,         12324,            3853,              0,     56519,           0,          0
   8473,         12325,            3853,              0,     56514,           0,          0
   8474,         12326,            3853,              0,     56502,           0,          0
   8475,         12327,            3853,              0,     56524,           0,          0
   8476,         12328,            3853,              0,     56512,           0,          0
   8477,         12329,            3853,              0,     56514,           0,          0
   8478,         12330,            3853,              0,     56521,           0,          0
   8479,         12333,            3855,              0,     56548,           0,          0
   8480,         12334,            3855,              0,     56571,           0,          0
   8481,         12335,            3855,              0,     56574,           0,          0
   8482,         12336,            3855,              0,     56559,           0,          0
   8483,         12339,            3857,              0,     56600,           0,          0
   8484,         12340,            3857,              0,     56546,           0,          0
   8485,         12341,            3857,              0,     56572,           0,          0
   8486,         12343,            3858,              0,     56566,           0,          0
   8487,         12344,            3858,              0,     56567,           0,          0
   8488,         12345,            3858,              0,     56628,           0,          0
   8489,         12346,            3858,              0,     56625,           0,          0
   8490,         12348,            3859,              0,     56634,           0,          0
   8491,         12352,            3862,              0,     56592,           0,          0
   8492,         12353,            3862,              0,     56631,           0,          0
   8493,         12354,            3862,              0,     56622,           0,          0
   8494,         12355,            3862,              0,     56648,           0,          0
   8495,         12356,            3862,              0,     56653,           0,          0
   8496,         12357,            3862,              0,     56651,           0,          0
   8497,         12358,            3862,              0,     56651,           0,          0
   8498,         12360,            3863,              0,     56634,           0,          0
   8499,         12361,            3863,              0,     56657,           0,          0
   8500,         12362,            3863,              0,     56680,           0,          0
   8501,         12363,            3863,              0,     56673,           0,          0
   8502,         12364,            3863,              0,     56665,           0,          0
   8503,         12365,            3863,              0,     56674,           0,          0
   8504,         12366,            3863,              0,     56739,           0,          0
   8505,         12367,            3863,              0,     56734,           0,          0
   8506,         12369,            3864,              0,     56716,           0,          0
   8507,         12372,            3866,              0,     56700,           0,          0
   8508,         12376,            3869,              0,     56707,           0,          0
   8509,         12377,            3869,              0,     56730,           0,          0
   8510,         12378,            3869,              0,     56696,           0,          0
   8511,         12379,            3869,              0,     56729,           0,          0
   8512,         12380,            3869,              0,     56778,           0,          0
   8513,         12381,            3869,              0,     56779,           0,          0
   8514,         12382,            3869,              0,     56786,           0,          0
   8515,         12384,            3870,              0,     56765,           0,          0
   8516,         12385,            3870,              0,     56786,           0,          0
   8517,         12386,            3870,              0,     56777,           0,          0
   8518,         12387,            3870,              0,     56746,           0,          0
   8519,         12388,            3870,              0,     56764,           0,          0
   8520,         12389,            3870,              0,     56793,           0,          0
   8521,         12393,            3873,              0,     56784,           0,          0
   8522,         12396,            3875,              0,     56784,           0,          0
   8523,         12397,            3875,              0,     56796,           0,          0
   8524,         12398,            3875,              0,     56796,           0,          0
   8525,         12399,            3875,              0,     56787,           0,          0
   8526,         12402,            3877,              0,     56810,           0,          0
   8527,         12403,            3877,              0,     56838,           0,          0
   8528,         12404,            3877,              0,     56884,           0,          0
   8529,         12405,            3877,              0,     56882,           0,          0
   8530,         12406,            3877,              0,     56866,           0,          0
   8531,         12407,            3877,              0,     56881,           0,          0
   8532,         12409,            3878,              0,     56842,           0,          0
   8533,         12411,            3879,              0,     56849,           0,          0
   8534,         12413,            3880,              0,     56881,           0,          0
   8535,         12414,            3880,              0,     56889,           0,          0
   8536,         12415,            3880,              0,     56884,           0,          0
   8537,         12416,            3880,              0,     56894,           0,          0
   8538,         12417,            3880,              0,     56847,           0,          0
   8539,         12419,            3881,              0,     56889,           0,          0
   8540,         12420,            3881,              0,     56883,           0,          0
   8541,         12421,            3881,              0,     56900,           0,          0
   8542,         12422,            3881,              0,     56979,           0,          0
   8543,         12425,            3883,              0,     56941,           0,          0
   8544,         12426,            3883,              0,     56921,           0,          0
