   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
807,158449,157649,95729,6786,0,2004
808,158810,158009,97581,6799,0,3004
809,159089,158287,97361,6803,0,1981
810,159314,158511,95705,6809,0,2001
811,159413,158609,97227,6844,0,4213
812,159826,159021,98206,6837,0,3000
813,160638,159833,99199,6846,0,2001
814,160881,160075,99623,6840,0,2503
815,161504,160697,100019,6851,0,2000
816,              ,                ,               ,6877,0,2998
817,              ,                ,               ,6888,0,3002
818,              ,                ,               ,6906,0,3586
819,              ,                ,               ,6916,0,3001
820,              ,                ,               ,6914,0,3503
821,              ,                ,               ,6922,0,2009
822,              ,                ,               ,6927,0,1999
823,              ,                ,               ,6913,0,4005
824,              ,                ,               ,6956,0,3112
825,              ,                ,               ,6960,0,3999
826,              ,                ,               ,6996,0,3508
827,              ,                ,               ,6996,0,3031
828,              ,                ,               ,6980,0,2990
829,              ,                ,               ,7008,0,2524
830,              ,                ,               ,7012,0,3003
831,              ,                ,               ,6981,0,2020
832,              ,                ,               ,7026,0,2982
833,              ,                ,               ,7034,0,2529
834,              ,                ,               ,7049,0,1980
835,              ,                ,               ,7061,0,3019
836,              ,                ,               ,7062,0,2981
837,              ,                ,               ,7080,0,2546
838,              ,                ,               ,7094,0,2981
839,              ,                ,               ,7097,0,1999
840,              ,                ,               ,7103,0,2507
841,              ,                ,               ,7124,0,2000
842,              ,                ,               ,7137,0,1999
843,              ,                ,               ,7155,0,3001
844,              ,                ,               ,7169,0,4095
845,              ,                ,               ,7184,0,2999
846,              ,                ,               ,7172,0,2000
847,              ,                ,               ,7153,0,2118
848,              ,                ,               ,7187,0,3016
849,              ,                ,               ,7196,0,3000
850,              ,                ,               ,7203,0,1999
851,              ,                ,               ,7229,0,2536
852,              ,                ,               ,7213,0,2997
853,              ,                ,               ,7227,0,1998
854,              ,                ,               ,7246,0,2510
855,              ,                ,               ,7267,0,3004
856,              ,                ,               ,7249,0,3000
857,              ,                ,               ,7259,0,2999
858,              ,                ,               ,7279,0,2511
859,              ,                ,               ,7296,0,3000
860,              ,                ,               ,7305,0,3000
861,              ,                ,               ,7303,0,2508
862,              ,                ,               ,7318,0,3003
863,              ,                ,               ,7322,0,3000
864,              ,                ,               ,7370,0,1999
865,              ,                ,               ,7379,0,2527
866,              ,                ,               ,7376,0,2999
867,              ,                ,               ,7407,0,3000
868,              ,                ,               ,7391,0,2546
869,              ,                ,               ,7413,0,2999
870,              ,                ,               ,7414,0,2982
871,              ,                ,               ,7416,0,2999
872,              ,                ,               ,7428,0,2506
873,              ,                ,               ,7434,0,2999
874,              ,                ,               ,7448,0,3001
875,              ,                ,               ,7457,0,3302
876,              ,                ,               ,7469,0,3997
877,              ,                ,               ,7483,0,2999
878,              ,                ,               ,7485,0,3510
879,              ,                ,               ,7491,0,2997
880,              ,                ,               ,7503,0,3003
881,              ,                ,               ,7516,0,2513
882,              ,                ,               ,7536,0,2999
883,              ,                ,               ,7546,0,3000
884,              ,                ,               ,7537,0,3000
885,              ,                ,               ,7554,0,2519
886,              ,                ,               ,7547,0,4997
887,              ,                ,               ,7547,0,5517
888,              ,                ,               ,7567,0,3996
889,              ,                ,               ,7566,0,2529
890,              ,                ,               ,7585,0,3017
891,              ,                ,               ,7594,0,3000
892,              ,                ,               ,7612,0,2585
893,              ,                ,               ,7644,0,2018
894,              ,                ,               ,7637,0,2999
895,              ,                ,               ,7637,0,3000
896,              ,                ,               ,7673,0,3534
897,              ,                ,               ,7683,0,2999
898,              ,                ,               ,7680,0,2000
899,              ,                ,               ,7702,0,2511
900,              ,                ,               ,7697,0,1999
901,              ,                ,               ,7710,0,1998
902,              ,                ,               ,7717,0,2506
903,              ,                ,               ,7734,0,3006
904,              ,                ,               ,7729,0,4001
905,              ,                ,               ,7733,0,2506
906,              ,                ,               ,7755,0,3007
907,              ,                ,               ,7771,0,2998
908,              ,                ,               ,7780,0,3505
909,              ,                ,               ,7793,0,3007
910,              ,                ,               ,7800,0,2999
911,              ,                ,               ,7836,0,3001
912,              ,                ,               ,7811,0,2515
913,              ,                ,               ,7830,0,1999
914,              ,                ,               ,7836,0,2997
915,              ,                ,               ,7852,0,2507
916,              ,                ,               ,7853,0,3507
917,              ,                ,               ,7870,0,3000
918,              ,                ,               ,7863,0,2503
919,              ,                ,               ,7895,0,3011
920,              ,                ,               ,7912,0,1999
921,              ,                ,               ,7933,0,2998
922,              ,                ,               ,7939,0,2514
923,              ,                ,               ,7943,0,2999
924,              ,                ,               ,7938,0,3000
925,              ,                ,               ,7956,0,3509
926,              ,                ,               ,7966,0,3004
927,              ,                ,               ,7976,0,2999
928,              ,                ,               ,7982,0,3508
929,              ,                ,               ,7991,0,3005
930,              ,                ,               ,8006,0,2996
931,              ,                ,               ,8027,0,2502
932,              ,                ,               ,8017,0,2018
933,              ,                ,               ,8037,0,2984
934,              ,                ,               ,8026,0,2993
935,              ,                ,               ,8053,0,3028
936,              ,                ,               ,8074,0,3001
937,              ,                ,               ,8090,0,2998
938,              ,                ,               ,8074,0,3509
939,              ,                ,               ,8080,0,3004
940,              ,                ,               ,8096,0,3587
941,              ,                ,               ,8123,0,2944
942,              ,                ,               ,8120,0,3000
943,              ,                ,               ,8133,0,2999
944,              ,                ,               ,8159,0,2508
945,              ,                ,               ,8165,0,2999
946,              ,                ,               ,8180,0,2999
947,              ,                ,               ,8188,0,3508
948,              ,                ,               ,8164,0,3004
949,              ,                ,               ,8183,0,3000
950,              ,                ,               ,8218,0,3511
951,              ,                ,               ,8216,0,2999
952,              ,                ,               ,8224,0,2999
953,              ,                ,               ,8235,0,3514
954,              ,                ,               ,8247,0,3001
955,              ,                ,               ,8256,0,2998
956,              ,                ,               ,8271,0,3512
957,              ,                ,               ,8286,0,2999
958,              ,                ,               ,8327,0,3000
959,              ,                ,               ,8322,0,2998
960,              ,                ,               ,8299,0,3386
961,              ,                ,               ,8309,0,3020
962,              ,                ,               ,8324,0,2572
963,              ,                ,               ,8344,0,2984
964,              ,                ,               ,8351,0,2997
965,              ,                ,               ,8361,0,3112
966,              ,                ,               ,8387,0,2992
967,              ,                ,               ,8383,0,3000
968,              ,                ,               ,8380,0,3000
969,              ,                ,               ,8383,0,3013
970,              ,                ,               ,8398,0,2999
971,              ,                ,               ,8398,0,3505
972,              ,                ,               ,8430,0,3003
973,              ,                ,               ,8440,0,3000
974,              ,                ,               ,8449,0,2999
975,              ,                ,               ,8458,0,2262
976,              ,                ,               ,8447,0,2999
977,              ,                ,               ,8461,0,2000
978,              ,                ,               ,8493,0,2510
979,              ,                ,               ,8495,0,3006
980,              ,                ,               ,8493,0,1998
981,              ,                ,               ,8496,0,3512
982,              ,                ,               ,8539,0,2999
983,              ,                ,               ,8526,0,2998
984,              ,                ,               ,8527,0,2508
985,              ,                ,               ,8541,0,3000
986,              ,                ,               ,8550,0,3000
987,              ,                ,               ,8559,0,3507
988,              ,                ,               ,8564,0,2999
989,              ,                ,               ,8577,0,2999
990,              ,                ,               ,8597,0,3510
991,              ,                ,               ,8601,0,3000
992,              ,                ,               ,8615,0,3006
993,              ,                ,               ,8622,0,3005
994,              ,                ,               ,8643,0,2999
995,              ,                ,               ,8649,0,4000
996,              ,                ,               ,8656,0,3508
997,              ,                ,               ,8663,0,2999
998,              ,                ,               ,8671,0,3502
999,              ,                ,               ,8680,0,3005
1000,              ,                ,               ,8693,0,2999
